path,sign,video_id,n_frames
train_landmark_files/49181.parquet,same,49181,36
train_landmark_files/49182.parquet,same,49182,29
train_landmark_files/49183.parquet,same,49183,51
train_landmark_files/49188.parquet,same,49188,80
train_landmark_files/49174.parquet,same,49174,36
train_landmark_files/53273.parquet,son,53273,33
train_landmark_files/53274.parquet,son,53274,34
train_landmark_files/53275.parquet,son,53275,41
train_landmark_files/66531.parquet,son,66531,65
train_landmark_files/66532.parquet,son,66532,59
train_landmark_files/53268.parquet,son,53268,75
train_landmark_files/53279.parquet,son,53279,80
train_landmark_files/53269.parquet,son,53269,68
train_landmark_files/53270.parquet,son,53270,46
train_landmark_files/53271.parquet,son,53271,86
train_landmark_files/57278.parquet,tell,57278,77
train_landmark_files/57282.parquet,tell,57282,43
train_landmark_files/57283.parquet,tell,57283,56
train_landmark_files/57284.parquet,tell,57284,44
train_landmark_files/57285.parquet,tell,57285,42
train_landmark_files/57276.parquet,tell,57276,94
train_landmark_files/57286.parquet,tell,57286,40
train_landmark_files/57287.parquet,tell,57287,40
train_landmark_files/57291.parquet,tell,57291,82
train_landmark_files/57277.parquet,tell,57277,38
train_landmark_files/58362.parquet,thursday,58362,58
train_landmark_files/58363.parquet,thursday,58363,68
train_landmark_files/58365.parquet,thursday,58365,69
train_landmark_files/58366.parquet,thursday,58366,37
train_landmark_files/66637.parquet,thursday,66637,69
train_landmark_files/66638.parquet,thursday,66638,74
train_landmark_files/66639.parquet,thursday,66639,61
train_landmark_files/66640.parquet,thursday,66640,56
train_landmark_files/58370.parquet,thursday,58370,71
train_landmark_files/58360.parquet,thursday,58360,83
train_landmark_files/58361.parquet,thursday,58361,86
train_landmark_files/61807.parquet,visit,61807,49
train_landmark_files/61808.parquet,visit,61808,27
train_landmark_files/61809.parquet,visit,61809,25
train_landmark_files/61810.parquet,visit,61810,85
train_landmark_files/61812.parquet,visit,61812,62
train_landmark_files/66731.parquet,visit,66731,62
train_landmark_files/61819.parquet,visit,61819,112
train_landmark_files/61805.parquet,visit,61805,73
train_landmark_files/61806.parquet,visit,61806,53
train_landmark_files/62113.parquet,wait,62113,87
train_landmark_files/62098.parquet,wait,62098,83
train_landmark_files/62100.parquet,wait,62100,108
train_landmark_files/62101.parquet,wait,62101,31
train_landmark_files/62102.parquet,wait,62102,43
train_landmark_files/62103.parquet,wait,62103,90
train_landmark_files/62106.parquet,wait,62106,46
train_landmark_files/66740.parquet,wait,66740,64
train_landmark_files/62097.parquet,wait,62097,94
train_landmark_files/62107.parquet,wait,62107,71
train_landmark_files/62505.parquet,water,62505,68
train_landmark_files/62506.parquet,water,62506,48
train_landmark_files/66752.parquet,water,66752,49
train_landmark_files/62499.parquet,water,62499,122
train_landmark_files/62510.parquet,water,62510,85
train_landmark_files/62500.parquet,water,62500,111
train_landmark_files/62501.parquet,water,62501,66
train_landmark_files/62502.parquet,water,62502,92
train_landmark_files/62503.parquet,water,62503,83
train_landmark_files/63329.parquet,wife,63329,84
train_landmark_files/63332.parquet,wife,63332,49
train_landmark_files/66784.parquet,wife,66784,52
train_landmark_files/66785.parquet,wife,66785,59
train_landmark_files/63337.parquet,wife,63337,84
train_landmark_files/63326.parquet,wife,63326,99
train_landmark_files/63327.parquet,wife,63327,94
train_landmark_files/63328.parquet,wife,63328,61
train_landmark_files/69545.parquet,yellow,69545,65
train_landmark_files/64266.parquet,yellow,64266,45
train_landmark_files/66819.parquet,yellow,66819,54
train_landmark_files/64271.parquet,yellow,64271,87
train_landmark_files/64261.parquet,yellow,64261,73
train_landmark_files/64262.parquet,yellow,64262,75
train_landmark_files/64263.parquet,yellow,64263,55
train_landmark_files/64264.parquet,yellow,64264,89
train_landmark_files/04618.parquet,backpack,04618,53
train_landmark_files/04619.parquet,backpack,04619,42
train_landmark_files/04620.parquet,backpack,04620,144
train_landmark_files/04624.parquet,backpack,04624,55
train_landmark_files/65123.parquet,backpack,65123,50
train_landmark_files/04616.parquet,backpack,04616,37
train_landmark_files/04631.parquet,backpack,04631,96
train_landmark_files/04617.parquet,backpack,04617,29
train_landmark_files/65137.parquet,bar,65137,39
train_landmark_files/05103.parquet,bar,05103,96
train_landmark_files/05086.parquet,bar,05086,63
train_landmark_files/05087.parquet,bar,05087,44
train_landmark_files/05088.parquet,bar,05088,132
train_landmark_files/05089.parquet,bar,05089,96
train_landmark_files/05090.parquet,bar,05090,81
train_landmark_files/05095.parquet,bar,05095,84
train_landmark_files/05097.parquet,bar,05097,29
train_landmark_files/05098.parquet,bar,05098,28
train_landmark_files/05102.parquet,bar,05102,100
train_landmark_files/69251.parquet,brother,69251,77
train_landmark_files/07937.parquet,brother,07937,66
train_landmark_files/07938.parquet,brother,07938,104
train_landmark_files/07940.parquet,brother,07940,30
train_landmark_files/65262.parquet,brother,65262,71
train_landmark_files/07932.parquet,brother,07932,81
train_landmark_files/07943.parquet,brother,07943,87
train_landmark_files/07933.parquet,brother,07933,80
train_landmark_files/07934.parquet,brother,07934,61
train_landmark_files/07935.parquet,brother,07935,46
train_landmark_files/07936.parquet,brother,07936,48
train_landmark_files/69261.parquet,cat,69261,67
train_landmark_files/09528.parquet,cat,09528,49
train_landmark_files/09532.parquet,cat,09532,47
train_landmark_files/09533.parquet,cat,09533,62
train_landmark_files/65312.parquet,cat,65312,49
train_landmark_files/65313.parquet,cat,65313,61
train_landmark_files/09525.parquet,cat,09525,71
train_landmark_files/09538.parquet,cat,09538,92
train_landmark_files/09526.parquet,cat,09526,74
train_landmark_files/65343.parquet,check,65343,75
train_landmark_files/10184.parquet,check,10184,91
train_landmark_files/10185.parquet,check,10185,44
train_landmark_files/10186.parquet,check,10186,86
train_landmark_files/10187.parquet,check,10187,95
train_landmark_files/10188.parquet,check,10188,85
train_landmark_files/10190.parquet,check,10190,61
train_landmark_files/10192.parquet,check,10192,27
train_landmark_files/10183.parquet,check,10183,71
train_landmark_files/10197.parquet,check,10197,96
train_landmark_files/10199.parquet,check,10199,82
train_landmark_files/69270.parquet,class,69270,63
train_landmark_files/10976.parquet,class,10976,87
train_landmark_files/65364.parquet,class,65364,60
train_landmark_files/10967.parquet,class,10967,49
train_landmark_files/10968.parquet,class,10968,87
train_landmark_files/10969.parquet,class,10969,37
train_landmark_files/10970.parquet,class,10970,85
train_landmark_files/10972.parquet,class,10972,62
train_landmark_files/10973.parquet,class,10973,49
train_landmark_files/14190.parquet,cry,14190,72
train_landmark_files/14175.parquet,cry,14175,50
train_landmark_files/14176.parquet,cry,14176,31
train_landmark_files/14177.parquet,cry,14177,87
train_landmark_files/14180.parquet,cry,14180,32
train_landmark_files/14182.parquet,cry,14182,32
train_landmark_files/14183.parquet,cry,14183,25
train_landmark_files/65427.parquet,cry,65427,54
train_landmark_files/14174.parquet,cry,14174,87
train_landmark_files/14188.parquet,cry,14188,89
train_landmark_files/16195.parquet,different,16195,61
train_landmark_files/16198.parquet,different,16198,44
train_landmark_files/65480.parquet,different,65480,40
train_landmark_files/16203.parquet,different,16203,89
train_landmark_files/16191.parquet,different,16191,107
train_landmark_files/16192.parquet,different,16192,64
train_landmark_files/16193.parquet,different,16193,90
train_landmark_files/16194.parquet,different,16194,23
train_landmark_files/17327.parquet,door,17327,129
train_landmark_files/17330.parquet,door,17330,89
train_landmark_files/65520.parquet,door,65520,57
train_landmark_files/17324.parquet,door,17324,87
train_landmark_files/17336.parquet,door,17336,125
train_landmark_files/17325.parquet,door,17325,84
train_landmark_files/17326.parquet,door,17326,44
train_landmark_files/69353.parquet,green,69353,63
train_landmark_files/65854.parquet,green,65854,42
train_landmark_files/25685.parquet,green,25685,80
train_landmark_files/25695.parquet,green,25695,83
train_landmark_files/25686.parquet,green,25686,80
train_landmark_files/25687.parquet,green,25687,64
train_landmark_files/25689.parquet,green,25689,45
train_landmark_files/26173.parquet,hair,26173,89
train_landmark_files/26174.parquet,hair,26174,85
train_landmark_files/26158.parquet,hair,26158,97
train_landmark_files/26159.parquet,hair,26159,88
train_landmark_files/26162.parquet,hair,26162,39
train_landmark_files/26163.parquet,hair,26163,78
train_landmark_files/65870.parquet,hair,65870,68
train_landmark_files/26166.parquet,hair,26166,54
train_landmark_files/26157.parquet,hair,26157,62
train_landmark_files/69360.parquet,have,69360,65
train_landmark_files/26773.parquet,have,26773,26
train_landmark_files/26766.parquet,have,26766,48
train_landmark_files/26779.parquet,have,26779,68
train_landmark_files/26767.parquet,have,26767,45
train_landmark_files/26768.parquet,have,26768,61
train_landmark_files/26835.parquet,headache,26835,99
train_landmark_files/26836.parquet,headache,26836,88
train_landmark_files/26837.parquet,headache,26837,93
train_landmark_files/26839.parquet,headache,26839,45
train_landmark_files/26840.parquet,headache,26840,44
train_landmark_files/65881.parquet,headache,65881,55
train_landmark_files/26846.parquet,headache,26846,83
train_landmark_files/26833.parquet,headache,26833,87
train_landmark_files/26834.parquet,headache,26834,64
train_landmark_files/29648.parquet,inform,29648,25
train_landmark_files/29649.parquet,inform,29649,68
train_landmark_files/29655.parquet,inform,29655,49
train_landmark_files/65940.parquet,inform,65940,49
train_landmark_files/29646.parquet,inform,29646,100
train_landmark_files/29656.parquet,inform,29656,46
train_landmark_files/29657.parquet,inform,29657,72
train_landmark_files/29661.parquet,inform,29661,74
train_landmark_files/29647.parquet,inform,29647,66
train_landmark_files/31843.parquet,knife,31843,74
train_landmark_files/31844.parquet,knife,31844,29
train_landmark_files/31848.parquet,knife,31848,57
train_landmark_files/66000.parquet,knife,66000,59
train_landmark_files/31856.parquet,knife,31856,84
train_landmark_files/31842.parquet,knife,31842,76
train_landmark_files/32398.parquet,laugh,32398,94
train_landmark_files/32379.parquet,laugh,32379,39
train_landmark_files/32380.parquet,laugh,32380,39
train_landmark_files/32381.parquet,laugh,32381,31
train_landmark_files/66016.parquet,laugh,66016,64
train_landmark_files/32382.parquet,laugh,32382,35
train_landmark_files/32383.parquet,laugh,32383,34
train_landmark_files/32386.parquet,laugh,32386,98
train_landmark_files/32377.parquet,laugh,32377,102
train_landmark_files/32388.parquet,laugh,32388,49
train_landmark_files/32389.parquet,laugh,32389,57
train_landmark_files/32608.parquet,learn,32608,135
train_landmark_files/32612.parquet,learn,32612,33
train_landmark_files/66024.parquet,learn,66024,63
train_landmark_files/32604.parquet,learn,32604,70
train_landmark_files/32616.parquet,learn,32616,83
train_landmark_files/32605.parquet,learn,32605,84
train_landmark_files/32606.parquet,learn,32606,46
train_landmark_files/32607.parquet,learn,32607,57
train_landmark_files/37126.parquet,movie,37126,119
train_landmark_files/37125.parquet,movie,37125,76
train_landmark_files/37152.parquet,movie,37152,90
train_landmark_files/37127.parquet,movie,37127,78
train_landmark_files/37129.parquet,movie,37129,44
train_landmark_files/45837.parquet,rabbit,45837,86
train_landmark_files/45838.parquet,rabbit,45838,51
train_landmark_files/45839.parquet,rabbit,45839,53
train_landmark_files/45840.parquet,rabbit,45840,82
train_landmark_files/45842.parquet,rabbit,45842,52
train_landmark_files/45843.parquet,rabbit,45843,61
train_landmark_files/45851.parquet,rabbit,45851,82
train_landmark_files/45836.parquet,rabbit,45836,90
train_landmark_files/46266.parquet,read,46266,73
train_landmark_files/46276.parquet,read,46276,88
train_landmark_files/46267.parquet,read,46267,68
train_landmark_files/46268.parquet,read,46268,41
train_landmark_files/46269.parquet,read,46269,92
train_landmark_files/46272.parquet,read,46272,33
train_landmark_files/69446.parquet,red,69446,54
train_landmark_files/46737.parquet,red,46737,32
train_landmark_files/46731.parquet,red,46731,75
train_landmark_files/46742.parquet,red,46742,82
train_landmark_files/46732.parquet,red,46732,62
train_landmark_files/46733.parquet,red,46733,46
train_landmark_files/46734.parquet,red,46734,71
train_landmark_files/48509.parquet,room,48509,74
train_landmark_files/48510.parquet,room,48510,38
train_landmark_files/48511.parquet,room,48511,35
train_landmark_files/48512.parquet,room,48512,102
train_landmark_files/48513.parquet,room,48513,40
train_landmark_files/48514.parquet,room,48514,74
train_landmark_files/48516.parquet,room,48516,51
train_landmark_files/66415.parquet,room,66415,42
train_landmark_files/66416.parquet,room,66416,44
train_landmark_files/48517.parquet,room,48517,46
train_landmark_files/48521.parquet,room,48521,105
train_landmark_files/48797.parquet,run,48797,91
train_landmark_files/48798.parquet,run,48798,64
train_landmark_files/48827.parquet,run,48827,83
train_landmark_files/48800.parquet,run,48800,104
train_landmark_files/48801.parquet,run,48801,74
train_landmark_files/48809.parquet,run,48809,52
train_landmark_files/48810.parquet,run,48810,32
train_landmark_files/66473.parquet,show,66473,49
train_landmark_files/51347.parquet,show,51347,75
train_landmark_files/51348.parquet,show,51348,73
train_landmark_files/51353.parquet,show,51353,29
train_landmark_files/51345.parquet,show,51345,89
train_landmark_files/51355.parquet,show,51355,56
train_landmark_files/51356.parquet,show,51356,39
train_landmark_files/51360.parquet,show,51360,81
train_landmark_files/51346.parquet,show,51346,38
train_landmark_files/69470.parquet,sick,69470,73
train_landmark_files/51517.parquet,sick,51517,85
train_landmark_files/51502.parquet,sick,51502,77
train_landmark_files/51503.parquet,sick,51503,92
train_landmark_files/51504.parquet,sick,51504,109
train_landmark_files/51507.parquet,sick,51507,47
train_landmark_files/66475.parquet,sick,66475,46
train_landmark_files/51501.parquet,sick,51501,103
train_landmark_files/69481.parquet,snow,69481,105
train_landmark_files/52862.parquet,snow,52862,80
train_landmark_files/52863.parquet,snow,52863,105
train_landmark_files/66519.parquet,snow,66519,53
train_landmark_files/66518.parquet,snow,66518,61
train_landmark_files/52857.parquet,snow,52857,67
train_landmark_files/52867.parquet,snow,52867,81
train_landmark_files/52858.parquet,snow,52858,56
train_landmark_files/52859.parquet,snow,52859,28
train_landmark_files/52860.parquet,snow,52860,130
train_landmark_files/69500.parquet,take,69500,91
train_landmark_files/56698.parquet,take,56698,33
train_landmark_files/56699.parquet,take,56699,34
train_landmark_files/56700.parquet,take,56700,29
train_landmark_files/56701.parquet,take,56701,36
train_landmark_files/56692.parquet,take,56692,90
train_landmark_files/56702.parquet,take,56702,51
train_landmark_files/56704.parquet,take,56704,85
train_landmark_files/56705.parquet,take,56705,87
train_landmark_files/56693.parquet,take,56693,77
train_landmark_files/56694.parquet,take,56694,73
train_landmark_files/57082.parquet,tea,57082,51
train_landmark_files/57076.parquet,tea,57076,67
train_landmark_files/57087.parquet,tea,57087,88
train_landmark_files/57077.parquet,tea,57077,40
train_landmark_files/57078.parquet,tea,57078,38
train_landmark_files/57079.parquet,tea,57079,46
train_landmark_files/57080.parquet,tea,57080,85
train_landmark_files/57044.parquet,teacher,57044,56
train_landmark_files/57045.parquet,teacher,57045,50
train_landmark_files/66593.parquet,teacher,66593,69
train_landmark_files/57039.parquet,teacher,57039,68
train_landmark_files/57051.parquet,teacher,57051,92
train_landmark_files/57040.parquet,teacher,57040,39
train_landmark_files/57041.parquet,teacher,57041,98
train_landmark_files/57042.parquet,teacher,57042,72
train_landmark_files/62746.parquet,week,62746,28
train_landmark_files/62747.parquet,week,62747,51
train_landmark_files/62748.parquet,week,62748,35
train_landmark_files/66759.parquet,week,66759,47
train_landmark_files/62740.parquet,week,62740,74
train_landmark_files/62752.parquet,week,62752,75
train_landmark_files/62741.parquet,week,62741,79
train_landmark_files/62742.parquet,week,62742,34
train_landmark_files/62743.parquet,week,62743,78
train_landmark_files/63283.parquet,why,63283,47
train_landmark_files/63284.parquet,why,63284,53
train_landmark_files/63285.parquet,why,63285,96
train_landmark_files/63287.parquet,why,63287,26
train_landmark_files/63288.parquet,why,63288,35
train_landmark_files/66781.parquet,why,66781,51
train_landmark_files/63289.parquet,why,63289,55
train_landmark_files/63292.parquet,why,63292,72
train_landmark_files/63280.parquet,why,63280,121
train_landmark_files/63281.parquet,why,63281,74
train_landmark_files/63282.parquet,why,63282,27
train_landmark_files/69539.parquet,with,69539,89
train_landmark_files/63596.parquet,with,63596,90
train_landmark_files/66795.parquet,with,66795,53
train_landmark_files/63587.parquet,with,63587,121
train_landmark_files/63588.parquet,with,63588,81
train_landmark_files/63589.parquet,with,63589,55
train_landmark_files/63590.parquet,with,63590,78
train_landmark_files/63592.parquet,with,63592,52
train_landmark_files/69544.parquet,write,69544,83
train_landmark_files/64060.parquet,write,64060,85
train_landmark_files/64061.parquet,write,64061,61
train_landmark_files/64065.parquet,write,64065,37
train_landmark_files/66815.parquet,write,66815,58
train_landmark_files/64056.parquet,write,64056,85
train_landmark_files/64068.parquet,write,64068,91
train_landmark_files/64057.parquet,write,64057,79
train_landmark_files/64058.parquet,write,64058,75
train_landmark_files/64059.parquet,write,64059,31
train_landmark_files/64307.parquet,yesterday,64307,55
train_landmark_files/64308.parquet,yesterday,64308,40
train_landmark_files/64309.parquet,yesterday,64309,73
train_landmark_files/64311.parquet,yesterday,64311,47
train_landmark_files/66821.parquet,yesterday,66821,64
train_landmark_files/66822.parquet,yesterday,66822,62
train_landmark_files/64315.parquet,yesterday,64315,109
train_landmark_files/64304.parquet,yesterday,64304,61
train_landmark_files/64305.parquet,yesterday,64305,62
train_landmark_files/64306.parquet,yesterday,64306,65
train_landmark_files/01466.parquet,again,01466,49
train_landmark_files/65032.parquet,again,65032,56
train_landmark_files/01460.parquet,again,01460,71
train_landmark_files/01471.parquet,again,01471,75
train_landmark_files/01461.parquet,again,01461,82
train_landmark_files/01462.parquet,again,01462,42
train_landmark_files/01463.parquet,again,01463,106
train_landmark_files/01464.parquet,again,01464,75
train_landmark_files/69219.parquet,bad,69219,54
train_landmark_files/04709.parquet,bad,04709,66
train_landmark_files/04712.parquet,bad,04712,20
train_landmark_files/04713.parquet,bad,04713,79
train_landmark_files/04715.parquet,bad,04715,94
train_landmark_files/04717.parquet,bad,04717,32
train_landmark_files/65125.parquet,bad,65125,55
train_landmark_files/04708.parquet,bad,04708,71
train_landmark_files/04718.parquet,bad,04718,39
train_landmark_files/04723.parquet,bad,04723,86
train_landmark_files/69221.parquet,ball,69221,94
train_landmark_files/04850.parquet,ball,04850,89
train_landmark_files/04851.parquet,ball,04851,86
train_landmark_files/04852.parquet,ball,04852,103
train_landmark_files/04854.parquet,ball,04854,44
train_landmark_files/04858.parquet,ball,04858,37
train_landmark_files/65131.parquet,ball,65131,58
train_landmark_files/04849.parquet,ball,04849,56
train_landmark_files/04864.parquet,ball,04864,98
train_landmark_files/05299.parquet,bathroom,05299,85
train_landmark_files/05300.parquet,bathroom,05300,107
train_landmark_files/05303.parquet,bathroom,05303,59
train_landmark_files/65148.parquet,bathroom,65148,63
train_landmark_files/05310.parquet,bathroom,05310,78
train_landmark_files/05297.parquet,bathroom,05297,94
train_landmark_files/05298.parquet,bathroom,05298,94
train_landmark_files/06553.parquet,blanket,06553,38
train_landmark_files/06554.parquet,blanket,06554,33
train_landmark_files/06555.parquet,blanket,06555,116
train_landmark_files/06558.parquet,blanket,06558,54
train_landmark_files/06559.parquet,blanket,06559,48
train_landmark_files/65204.parquet,blanket,65204,64
train_landmark_files/65205.parquet,blanket,65205,54
train_landmark_files/06563.parquet,blanket,06563,94
train_landmark_files/06551.parquet,blanket,06551,76
train_landmark_files/06552.parquet,blanket,06552,25
train_landmark_files/69255.parquet,buy,69255,90
train_landmark_files/08488.parquet,buy,08488,30
train_landmark_files/65282.parquet,buy,65282,61
train_landmark_files/08482.parquet,buy,08482,65
train_landmark_files/08492.parquet,buy,08492,89
train_landmark_files/08483.parquet,buy,08483,91
train_landmark_files/08484.parquet,buy,08484,31
train_landmark_files/08485.parquet,buy,08485,39
train_landmark_files/08486.parquet,buy,08486,101
train_landmark_files/65290.parquet,call,65290,56
train_landmark_files/08706.parquet,call,08706,34
train_landmark_files/08707.parquet,call,08707,34
train_landmark_files/65556.parquet,call,65556,50
train_landmark_files/08713.parquet,call,08713,88
train_landmark_files/08689.parquet,call,08689,35
train_landmark_files/08690.parquet,call,08690,31
train_landmark_files/08691.parquet,call,08691,101
train_landmark_files/08692.parquet,call,08692,61
train_landmark_files/08694.parquet,call,08694,74
train_landmark_files/08701.parquet,call,08701,40
train_landmark_files/08702.parquet,call,08702,30
train_landmark_files/11566.parquet,coffee,11566,93
train_landmark_files/65375.parquet,coffee,65375,64
train_landmark_files/11558.parquet,coffee,11558,109
train_landmark_files/11559.parquet,coffee,11559,53
train_landmark_files/11560.parquet,coffee,11560,106
train_landmark_files/11561.parquet,coffee,11561,138
train_landmark_files/11563.parquet,coffee,11563,49
train_landmark_files/65377.parquet,cold,65377,46
train_landmark_files/11638.parquet,cold,11638,95
train_landmark_files/11622.parquet,cold,11622,75
train_landmark_files/11623.parquet,cold,11623,72
train_landmark_files/11624.parquet,cold,11624,30
train_landmark_files/11625.parquet,cold,11625,38
train_landmark_files/11627.parquet,cold,11627,43
train_landmark_files/11628.parquet,cold,11628,89
train_landmark_files/11621.parquet,cold,11621,58
train_landmark_files/11633.parquet,cold,11633,68
train_landmark_files/11634.parquet,cold,11634,66
train_landmark_files/11635.parquet,cold,11635,31
train_landmark_files/65379.parquet,college,65379,73
train_landmark_files/11708.parquet,college,11708,90
train_landmark_files/11718.parquet,college,11718,89
train_landmark_files/11709.parquet,college,11709,94
train_landmark_files/11710.parquet,college,11710,38
train_landmark_files/11711.parquet,college,11711,94
train_landmark_files/11713.parquet,college,11713,50
train_landmark_files/13269.parquet,copy,13269,79
train_landmark_files/13273.parquet,copy,13273,52
train_landmark_files/13275.parquet,copy,13275,42
train_landmark_files/65405.parquet,copy,65405,70
train_landmark_files/13278.parquet,copy,13278,77
train_landmark_files/13279.parquet,copy,13279,74
train_landmark_files/13267.parquet,copy,13267,44
train_landmark_files/13268.parquet,copy,13268,33
train_landmark_files/14457.parquet,cute,14457,36
train_landmark_files/14458.parquet,cute,14458,35
train_landmark_files/14461.parquet,cute,14461,76
train_landmark_files/14451.parquet,cute,14451,85
train_landmark_files/14452.parquet,cute,14452,74
train_landmark_files/14453.parquet,cute,14453,76
train_landmark_files/14454.parquet,cute,14454,131
train_landmark_files/14755.parquet,daughter,14755,30
train_landmark_files/14756.parquet,daughter,14756,38
train_landmark_files/14757.parquet,daughter,14757,42
train_landmark_files/65443.parquet,daughter,65443,52
train_landmark_files/14760.parquet,daughter,14760,88
train_landmark_files/14749.parquet,daughter,14749,76
train_landmark_files/14750.parquet,daughter,14750,84
train_landmark_files/14751.parquet,daughter,14751,64
train_landmark_files/14752.parquet,daughter,14752,46
train_landmark_files/14753.parquet,daughter,14753,85
train_landmark_files/20067.parquet,example,20067,27
train_landmark_files/20068.parquet,example,20068,30
train_landmark_files/20070.parquet,example,20070,39
train_landmark_files/20071.parquet,example,20071,35
train_landmark_files/20072.parquet,example,20072,68
train_landmark_files/65652.parquet,example,65652,82
train_landmark_files/65653.parquet,example,65653,69
train_landmark_files/65654.parquet,example,65654,78
train_landmark_files/20074.parquet,example,20074,47
train_landmark_files/20077.parquet,example,20077,85
train_landmark_files/20066.parquet,example,20066,65
train_landmark_files/21073.parquet,far,21073,44
train_landmark_files/21074.parquet,far,21074,33
train_landmark_files/21075.parquet,far,21075,72
train_landmark_files/21077.parquet,far,21077,76
train_landmark_files/21078.parquet,far,21078,51
train_landmark_files/65682.parquet,far,65682,47
train_landmark_files/21069.parquet,far,21069,80
train_landmark_files/21081.parquet,far,21081,99
train_landmark_files/21070.parquet,far,21070,68
train_landmark_files/21071.parquet,far,21071,36
train_landmark_files/21072.parquet,far,21072,68
train_landmark_files/22086.parquet,first,22086,61
train_landmark_files/22087.parquet,first,22087,62
train_landmark_files/22094.parquet,first,22094,27
train_landmark_files/65729.parquet,first,65729,75
train_landmark_files/65730.parquet,first,65730,86
train_landmark_files/65728.parquet,first,65728,72
train_landmark_files/22085.parquet,first,22085,72
train_landmark_files/22095.parquet,first,22095,28
train_landmark_files/22098.parquet,first,22098,68
train_landmark_files/23574.parquet,friend,23574,58
train_landmark_files/65782.parquet,friend,65782,73
train_landmark_files/23578.parquet,friend,23578,92
train_landmark_files/23568.parquet,friend,23568,80
train_landmark_files/23569.parquet,friend,23569,97
train_landmark_files/23570.parquet,friend,23570,107
train_landmark_files/23572.parquet,friend,23572,78
train_landmark_files/69347.parquet,good,69347,50
train_landmark_files/25072.parquet,good,25072,50
train_landmark_files/25073.parquet,good,25073,34
train_landmark_files/65835.parquet,good,65835,41
train_landmark_files/25066.parquet,good,25066,58
train_landmark_files/25076.parquet,good,25076,86
train_landmark_files/25067.parquet,good,25067,74
train_landmark_files/25068.parquet,good,25068,60
train_landmark_files/25069.parquet,good,25069,21
train_landmark_files/25070.parquet,good,25070,52
train_landmark_files/26530.parquet,happy,26530,65
train_landmark_files/26531.parquet,happy,26531,61
train_landmark_files/26532.parquet,happy,26532,69
train_landmark_files/26524.parquet,happy,26524,74
train_landmark_files/26537.parquet,happy,26537,93
train_landmark_files/26525.parquet,happy,26525,55
train_landmark_files/26526.parquet,happy,26526,80
train_landmark_files/26527.parquet,happy,26527,82
train_landmark_files/69366.parquet,home,69366,65
train_landmark_files/27765.parquet,home,27765,128
train_landmark_files/27775.parquet,home,27775,91
train_landmark_files/27766.parquet,home,27766,65
train_landmark_files/27767.parquet,home,27767,88
train_landmark_files/27768.parquet,home,27768,71
train_landmark_files/27770.parquet,home,27770,34
train_landmark_files/31900.parquet,know,31900,67
train_landmark_files/31901.parquet,know,31901,62
train_landmark_files/31903.parquet,know,31903,52
train_landmark_files/66002.parquet,know,66002,51
train_landmark_files/31909.parquet,know,31909,79
train_landmark_files/31897.parquet,know,31897,76
train_landmark_files/31898.parquet,know,31898,62
train_landmark_files/31899.parquet,know,31899,50
train_landmark_files/32304.parquet,late,32304,95
train_landmark_files/32306.parquet,late,32306,51
train_landmark_files/66013.parquet,late,66013,46
train_landmark_files/32300.parquet,late,32300,57
train_landmark_files/32311.parquet,late,32311,92
train_landmark_files/32312.parquet,late,32312,92
train_landmark_files/32302.parquet,late,32302,57
train_landmark_files/32303.parquet,late,32303,45
train_landmark_files/32655.parquet,leave,32655,66
train_landmark_files/32677.parquet,leave,32677,82
train_landmark_files/66025.parquet,leave,66025,63
train_landmark_files/32657.parquet,leave,32657,32
train_landmark_files/32658.parquet,leave,32658,47
train_landmark_files/32659.parquet,leave,32659,32
train_landmark_files/32661.parquet,leave,32661,104
train_landmark_files/32662.parquet,leave,32662,69
train_landmark_files/32654.parquet,leave,32654,75
train_landmark_files/32667.parquet,leave,32667,33
train_landmark_files/32669.parquet,leave,32669,42
train_landmark_files/33475.parquet,list,33475,34
train_landmark_files/33477.parquet,list,33477,120
train_landmark_files/33479.parquet,list,33479,66
train_landmark_files/33480.parquet,list,33480,59
train_landmark_files/66075.parquet,list,66075,52
train_landmark_files/33472.parquet,list,33472,116
train_landmark_files/33486.parquet,list,33486,95
train_landmark_files/33473.parquet,list,33473,112
train_landmark_files/33474.parquet,list,33474,34
train_landmark_files/34002.parquet,lose,34002,57
train_landmark_files/34004.parquet,lose,34004,74
train_landmark_files/34005.parquet,lose,34005,39
train_landmark_files/34006.parquet,lose,34006,71
train_landmark_files/34007.parquet,lose,34007,71
train_landmark_files/34008.parquet,lose,34008,85
train_landmark_files/34012.parquet,lose,34012,33
train_landmark_files/34017.parquet,lose,34017,101
train_landmark_files/34018.parquet,lose,34018,88
train_landmark_files/69405.parquet,name,69405,74
train_landmark_files/37580.parquet,name,37580,75
train_landmark_files/37590.parquet,name,37590,72
train_landmark_files/37581.parquet,name,37581,43
train_landmark_files/37582.parquet,name,37582,95
train_landmark_files/37585.parquet,name,37585,53
train_landmark_files/69419.parquet,old,69419,70
train_landmark_files/39624.parquet,old,39624,76
train_landmark_files/39632.parquet,old,39632,32
train_landmark_files/39635.parquet,old,39635,77
train_landmark_files/39625.parquet,old,39625,65
train_landmark_files/39626.parquet,old,39626,41
train_landmark_files/39627.parquet,old,39627,92
train_landmark_files/42227.parquet,person,42227,61
train_landmark_files/42231.parquet,person,42231,53
train_landmark_files/42232.parquet,person,42232,53
